end,length,minorLoss,name,roughness,start,status,tags,diameter,year
Junction-455280,"16.859999999999999","0.000000000000000",Pipe-520513,"1.000000000000000",Junction-455366,OPEN,steel,"82.500","2008"
Junction-455364,"34.590000000000003","0.000000000000000",Pipe-520090,"1.000000000000000",Junction-55866,OPEN,steel,"43.100","2008"
Junction-456606,"5.270000000000000","0.000000000000000",Pipe-521535,"1.000000000000000",Junction-456605,OPEN,steel,"37.200","2008"
Junction-46334,"42.000000000000000","0.000000000000000",Pipe-48524,"1.000000000000000",Junction-46335,OPEN,steel,"28.500","2000"
Junction-14435,"188.889999999999986","0.000000000000000",Pipe-38461,"1.000000000000000",Junction-625,OPEN,steel,"160.300","2006"
Junction-14280,"6.800000000000000","0.000000000000000",Pipe-38344,"1.000000000000000",Junction-14279,OPEN,steel,"43.100","1998"
Junction-1180,"21.670000000000002","0.000000000000000",Pipe-637,"1.000000000000000",Junction-1181,OPEN,steel,"37.200","1980"
Junction-476009,"19.070000000000000","0.000000000000000",Pipe-548617,"1.000000000000000",Junction-475945,OPEN,steel,"43.100","2023"
Junction-14419,"49.829999999999998","0.000000000000000",Pipe-7835,"1.000000000000000",Junction-26284,OPEN,steel,"54.500","1984"
Junction-568,"120.670000000000002","0.000000000000000",Pipe-30671,"1.000000000000000",Junction-26251,OPEN,steel,"210.100","2003"
Junction-14177,"33.789999999999999","0.000000000000000",Pipe-7654,"1.000000000000000",Junction-14140,OPEN,steel,"43.100","2005"
Junction-51244,"49.109999999999999","0.000000000000000",Pipe-39251,"1.000000000000000",Junction-1828,OPEN,steel,"54.500","1975"
Junction-590498,"113.359999999999999","0.000000000000000",Pipe-652661,"1.000000000000000",Junction-36969,OPEN,steel,"107.100","1999"
Junction-719,"46.030000000000001","0.000000000000000",Pipe-391,"1.000000000000000",Junction-44335,OPEN,steel,"54.500","2003"
Junction-56100,"40.869999999999997","0.000000000000000",Pipe-54781,"1.000000000000000",Junction-56017,OPEN,steel,"70.300","1999"
Junction-44151,"99.849999999999994","0.000000000000000",Pipe-45929,"1.000000000000000",Junction-14184,OPEN,steel,"82.500","2001"
Junction-420,"11.190000000000000","0.000000000000000",Pipe-228,"1.000000000000000",Junction-419,OPEN,steel,"54.500","1991"
Junction-44293,"5.600000000000000","0.000000000000000",Pipe-30710,"1.000000000000000",Junction-36157,OPEN,steel,"107.100","2006"
Junction-38376,"0.190000000000000","0.000000000000000",Pipe-25119,"1.000000000000000",Junction-29114,OPEN,steel,"21.700","2005"
Junction-36039,"14.109999999999999","0.000000000000000",Pipe-22908,"1.000000000000000",Junction-26123,OPEN,steel,"28.500","2018"
Junction-15405,"14.770000000000000","0.000000000000000",Pipe-8440,"1.000000000000000",Junction-27066,OPEN,steel,"43.100","1982"
Junction-722,"7.000000000000000","0.000000000000000",Pipe-23146,"1.000000000000000",Junction-36285,OPEN,steel,"82.500","2005"
Junction-26484,"2.840000000000000","0.000000000000000",Pipe-30821,"1.000000000000000",Junction-772,OPEN,steel,"54.500","1975"
Junction-396,"40.299999999999997","0.000000000000000",Pipe-215,"1.000000000000000",Junction-398,OPEN,steel,"54.500","2006"
Junction-455831,"2.000000000000000","0.000000000000000",Pipe-522108,"1.000000000000000",Junction-456045,OPEN,steel,"210.100","1999"
Junction-61166,"0.930000000000000","0.000000000000000",Pipe-38536,"1.000000000000000",Junction-50808,OPEN,steel,"37.200","1982"
Junction-26251,"27.699999999999999","0.000000000000000",Pipe-22997,"1.000000000000000",Junction-36126,OPEN,steel,"210.100","2003"
Junction-44283,"2.000000000000000","0.000000000000000",Pipe-30698,"1.000000000000000",Junction-36155,OPEN,steel,"70.300","2006"
Junction-455761,"95.400000000000006","0.000000000000000",Pipe-519922,"1.000000000000000",Junction-455254,OPEN,steel,"132.500","2008"
Junction-475481,"19.980000000000000","0.000000000000000",Pipe-547919,"1.000000000000000",Junction-455346,OPEN,steel,"107.100","2008"
Junction-14454,"37.740000000000002","0.000000000000000",Pipe-38473,"1.000000000000000",Junction-14452,OPEN,steel,"54.500","2003"
Junction-50866,"10.420000000000000","0.000000000000000",Pipe-520324,"1.000000000000000",Junction-455592,OPEN,steel,"43.100","2008"
Junction-36203,"6.890000000000000","0.000000000000000",Pipe-23067,"1.000000000000000",Junction-36201,OPEN,steel,"28.500","1975"
Junction-36110,"48.460000000000001","0.000000000000000",Pipe-22978,"1.000000000000000",Junction-14360,OPEN,steel,"43.100","1990"
Junction-461300,"19.840000000000000","0.000000000000000",Pipe-527666,"1.000000000000000",Junction-44346,OPEN,steel,"43.100","1975"
Junction-36291,"47.780000000000001","0.000000000000000",Pipe-23156,"1.000000000000000",Junction-26459,OPEN,steel,"37.200","1982"
Junction-456034,"2.580000000000000","0.000000000000000",Pipe-520097,"1.000000000000000",Junction-476602,OPEN,steel,"160.300","2024"
Junction-2082,"3.130000000000000","0.000000000000000",Pipe-1119,"1.000000000000000",Junction-1802,OPEN,steel,"37.200","1999"
Junction-36049,"85.049999999999997","0.000000000000000",Pipe-38323,"1.000000000000000",Junction-14237,OPEN,steel,"263.000","2006"
Junction-27255,"17.930000000000000","0.000000000000000",Pipe-31477,"1.000000000000000",Junction-36979,OPEN,steel,"263.000","2006"
Junction-477474,"73.879999999999995","0.000000000000000",Pipe-550643,"1.000000000000000",Junction-456027,OPEN,steel,"82.500","2024"
Junction-470111,"13.109999999999999","0.000000000000000",Pipe-540100,"1.000000000000000",Junction-13959,OPEN,steel,"43.100","2020"
Junction-1532,"19.750000000000000","0.000000000000000",Pipe-31267,"1.000000000000000",Junction-44786,OPEN,steel,"28.500","1999"
Junction-470117,"13.289999999999999","0.000000000000000",Pipe-540110,"1.000000000000000",Junction-4,OPEN,steel,"43.100","2020"
Junction-55673,"31.250000000000000","0.000000000000000",Pipe-53870,"1.000000000000000",Junction-26557,OPEN,steel,"43.100","1975"
Junction-50993,"31.399999999999999","0.000000000000000",Pipe-54035,"1.000000000000000",Junction-1155,OPEN,steel,"37.200","1999"
Junction-27485,"42.759999999999998","0.000000000000000",Pipe-16178,"1.000000000000000",Junction-27296,OPEN,steel,"43.100","1975"
Junction-474954,"82.189999999999998","0.000000000000000",Pipe-547395,"1.000000000000000",Junction-475082,OPEN,steel,"263.000","2024"
Junction-26461,"0.690000000000000","0.000000000000000",Pipe-476,"1.000000000000000",Junction-14718,OPEN,steel,"107.100","1982"
Junction-472567,"2.740000000000000","0.000000000000000",Pipe-522489,"1.000000000000000",Junction-455322,OPEN,steel,"54.500","2008"
Junction-2075,"28.010000000000002","0.000000000000000",Pipe-1115,"1.000000000000000",Junction-2074,OPEN,steel,"43.100","1999"
Junction-27064,"21.460000000000001","0.000000000000000",Pipe-54278,"1.000000000000000",Junction-36800,OPEN,steel,"37.200","1982"
Junction-2408,"7.200000000000000","0.000000000000000",Pipe-1295,"1.000000000000000",Junction-2407,OPEN,steel,"28.500","2002"
Junction-46339,"20.460000000000001","0.000000000000000",Pipe-56125,"1.000000000000000",Junction-29454,OPEN,steel,"70.300","2008"
Junction-36814,"43.399999999999999","0.000000000000000",Pipe-54296,"1.000000000000000",Junction-51244,OPEN,steel,"43.100","1975"
Junction-14407,"0.680000000000000","0.000000000000000",Pipe-30689,"1.000000000000000",Junction-524,OPEN,steel,"70.300","1990"
Junction-515,"17.280000000000001","0.000000000000000",Pipe-46051,"1.000000000000000",Junction-26274,OPEN,steel,"70.300","1990"
Junction-1158,"9.500000000000000","0.000000000000000",Pipe-54036,"1.000000000000000",Junction-15231,OPEN,steel,"43.100","1999"
Junction-475790,"21.629999999999999","0.000000000000000",Pipe-548318,"1.000000000000000",Junction-475023,OPEN,steel,"43.100","2023"
Junction-44166,"15.670000000000000","0.000000000000000",Pipe-30560,"1.000000000000000",Junction-44167,OPEN,steel,"37.200","2007"
Junction-465536,"0.780000000000000","0.000000000000000",Pipe-533398,"1.000000000000000",Junction-465535,OPEN,steel,"82.500","2017"
Junction-1182,"102.450000000000003","0.000000000000000",Pipe-54047,"1.000000000000000",Junction-1168,OPEN,steel,"82.500","1980"
Junction-477168,"68.170000000000002","0.000000000000000",Pipe-520564,"1.000000000000000",Junction-455795,OPEN,steel,"160.300","2008"
Junction-26324,"46.130000000000003","0.000000000000000",Pipe-15446,"1.000000000000000",Junction-26323,OPEN,steel,"37.200","2006"
Junction-55621,"33.820000000000000","0.000000000000000",Pipe-53732,"1.000000000000000",Junction-14541,OPEN,steel,"28.500","2002"
Junction-36297,"24.430000000000000","0.000000000000000",Pipe-38576,"1.000000000000000",Junction-753,OPEN,steel,"54.500","1975"
Junction-1820,"145.000000000000000","0.000000000000000",Pipe-8446,"1.000000000000000",Junction-15412,OPEN,steel,"160.300","1995"
Junction-455740,"0.540000000000000","0.000000000000000",Pipe-520496,"1.000000000000000",Junction-456269,OPEN,steel,"54.500","2008"
Junction-50742,"99.560000000000002","0.000000000000000",Pipe-15410,"1.000000000000000",Junction-26271,OPEN,steel,"70.300","2005"
Junction-475736,"36.570000000000000","0.000000000000000",Pipe-548240,"1.000000000000000",Junction-475139,OPEN,steel,"70.300","2023"
Junction-51068,"28.250000000000000","0.000000000000000",Pipe-536630,"1.000000000000000",Junction-455772,OPEN,steel,"132.500","2017"
Junction-27244,"45.180000000000000","0.000000000000000",Pipe-16143,"1.000000000000000",Junction-36969,OPEN,steel,"54.500","1999"
Junction-26159,"35.140000000000001","0.000000000000000",Pipe-15324,"1.000000000000000",Junction-26158,OPEN,steel,"43.100","2008"
Junction-475726,"9.449999999999999","0.000000000000000",Pipe-548234,"1.000000000000000",Junction-475725,OPEN,steel,"43.100","2023"
Junction-474274,"226.250000000000000","0.000000000000000",Pipe-546228,"1.000000000000000",Junction-474278,OPEN,steel,"82.500","2008"
Junction-36276,"25.829999999999998","0.000000000000000",Pipe-46162,"1.000000000000000",Junction-36271,OPEN,steel,"43.100","2006"
Junction-475944,"87.890000000000001","0.000000000000000",Pipe-548420,"1.000000000000000",Junction-475332,OPEN,steel,"82.500","2023"
Junction-467933,"75.370000000000005","0.000000000000000",Pipe-520065,"1.000000000000000",Junction-1132,OPEN,steel,"160.300","2008"
Junction-4897,"35.200000000000003","0.000000000000000",Pipe-2639,"1.000000000000000",Junction-4896,OPEN,steel,"28.500","2003"
Junction-15238,"23.270000000000000","0.000000000000000",Pipe-46533,"1.000000000000000",Junction-59151,OPEN,steel,"28.500","1999"
Junction-45649,"26.910000000000000","0.000000000000000",Pipe-32296,"1.000000000000000",Junction-3337,OPEN,steel,"43.100","2007"
Junction-2407,"14.300000000000001","0.000000000000000",Pipe-8928,"1.000000000000000",Junction-16177,OPEN,steel,"54.500","1999"
Junction-44202,"69.890000000000001","0.000000000000000",Pipe-548292,"1.000000000000000",Junction-36092,OPEN,steel,"312.700","2004"
Junction-2082,"12.810000000000000","0.000000000000000",Pipe-39398,"1.000000000000000",Junction-45077,OPEN,steel,"28.500","2003"
Junction-51149,"11.130000000000001","0.000000000000000",Pipe-39093,"1.000000000000000",Junction-15388,OPEN,steel,"28.500","1982"
Junction-26147,"4.030000000000000","0.000000000000000",Pipe-38318,"1.000000000000000",Junction-14227,OPEN,steel,"54.500","1998"
Junction-26275,"89.129999999999995","0.000000000000000",Pipe-38430,"1.000000000000000",Junction-521,OPEN,steel,"70.300","1990"
Junction-14634,"0.290000000000000","0.000000000000000",Pipe-7969,"1.000000000000000",Junction-14633,OPEN,steel,"160.300","1982"
Junction-36370,"104.569999999999993","0.000000000000000",Pipe-23223,"1.000000000000000",Junction-456225,OPEN,steel,"70.300","1993"
Junction-14397,"9.900000000000000","0.000000000000000",Pipe-53653,"1.000000000000000",Junction-36134,OPEN,steel,"28.500","2004"
Junction-36130,"25.969999999999999","0.000000000000000",Pipe-23001,"1.000000000000000",Junction-36131,OPEN,steel,"43.100","2003"
Junction-456,"193.889999999999986","0.000000000000000",Pipe-30652,"1.000000000000000",Junction-26273,OPEN,steel,"210.100","2019"
Junction-55712,"74.810000000000002","0.000000000000000",Pipe-538,"1.000000000000000",Junction-1001,OPEN,steel,"54.500","1980"
Junction-329,"48.390000000000001","0.000000000000000",Pipe-45961,"1.000000000000000",Junction-36049,OPEN,steel,"263.000","2006"
Junction-729,"7.510000000000000","0.000000000000000",Pipe-398,"1.000000000000000",Junction-730,OPEN,steel,"28.500","2003"
Junction-36189,"15.080000000000000","0.000000000000000",Pipe-23054,"1.000000000000000",Junction-50776,OPEN,steel,"28.500","2003"
Junction-15032,"0.510000000000000","0.000000000000000",Pipe-38850,"1.000000000000000",Junction-15030,OPEN,steel,"54.500","1980"
Junction-26081,"82.920000000000002","0.000000000000000",Pipe-22886,"1.000000000000000",Junction-268,OPEN,steel,"70.300","2007"
Junction-51073,"19.780000000000001","0.000000000000000",Pipe-536653,"1.000000000000000",Junction-467886,OPEN,steel,"54.500","2017"
Junction-36219,"38.520000000000003","0.000000000000000",Pipe-23085,"1.000000000000000",Junction-55614,OPEN,steel,"37.200","2006"
Junction-27052,"14.500000000000000","0.000000000000000",Pipe-31266,"1.000000000000000",Junction-15235,OPEN,steel,"43.100","1999"
Junction-36160,"66.719999999999999","0.000000000000000",Pipe-53674,"1.000000000000000",Junction-44328,OPEN,steel,"70.300","2006"
Junction-1553,"34.359999999999999","0.000000000000000",Pipe-835,"1.000000000000000",Junction-1552,OPEN,steel,"344.400","2012"
Junction-14374,"75.769999999999996","0.000000000000000",Pipe-38397,"1.000000000000000",Junction-50721,OPEN,steel,"54.500","1990"
Junction-1509,"67.090000000000003","0.000000000000000",Pipe-522501,"1.000000000000000",Junction-1526,OPEN,steel,"82.500","2008"
Junction-423,"7.870000000000000","0.000000000000000",Pipe-30621,"1.000000000000000",Junction-44215,OPEN,steel,"28.500","1991"
Junction-44786,"10.199999999999999","0.000000000000000",Pipe-31268,"1.000000000000000",Junction-44787,OPEN,steel,"28.500","1999"
Junction-469988,"16.690000000000001","0.000000000000000",Pipe-539931,"1.000000000000000",Junction-25858,OPEN,steel,"54.500","2020"
Junction-26332,"51.399999999999999","0.000000000000000",Pipe-46094,"1.000000000000000",Junction-578,OPEN,steel,"43.100","2003"
Junction-583,"32.500000000000000","0.000000000000000",Pipe-46097,"1.000000000000000",Junction-14467,OPEN,steel,"43.100","2002"
Junction-1804,"96.629999999999995","0.000000000000000",Pipe-538672,"1.000000000000000",Junction-455831,OPEN,steel,"132.500","1999"
Junction-465962,"20.410000000000000","0.000000000000000",Pipe-534015,"1.000000000000000",Junction-26347,OPEN,steel,"43.100","1975"
Junction-36214,"44.049999999999997","0.000000000000000",Pipe-38508,"1.000000000000000",Junction-26309,OPEN,steel,"54.500","2006"
Junction-454054,"0.630000000000000","0.000000000000000",Pipe-544644,"1.000000000000000",Junction-473092,OPEN,steel,"37.200","2022"
Junction-880,"1.080000000000000","0.000000000000000",Pipe-53867,"1.000000000000000",Junction-44422,OPEN,steel,"70.300","1982"
Junction-14314,"66.000000000000000","0.000000000000000",Pipe-30635,"1.000000000000000",Junction-26204,OPEN,steel,"107.100","2006"
Junction-44269,"75.269999999999996","0.000000000000000",Pipe-15408,"1.000000000000000",Junction-36135,OPEN,steel,"43.100","2012"
Junction-26897,"47.259999999999998","0.000000000000000",Pipe-534001,"1.000000000000000",Junction-456605,OPEN,steel,"43.100","2008"
Junction-51690,"59.049999999999997","0.000000000000000",Pipe-1635,"1.000000000000000",Junction-28116,OPEN,steel,"70.300","2006"
Junction-14428,"37.070000000000000","0.000000000000000",Pipe-46069,"1.000000000000000",Junction-14430,OPEN,steel,"43.100","2006"
Junction-14696,"23.960000000000001","0.000000000000000",Pipe-8006,"1.000000000000000",Junction-14695,OPEN,steel,"107.100","2006"
Junction-29113,"0.780000000000000","0.000000000000000",Pipe-17577,"1.000000000000000",Junction-17784,OPEN,steel,"54.500","2005"
Junction-475073,"47.719999999999999","0.000000000000000",Pipe-547385,"1.000000000000000",Junction-475067,OPEN,steel,"263.000","2024"
Junction-660,"0.670000000000000","0.000000000000000",Pipe-360,"1.000000000000000",Junction-659,OPEN,steel,"43.100","1982"
Junction-1801,"10.490000000000000","0.000000000000000",Pipe-969,"1.000000000000000",Junction-1800,OPEN,steel,"28.500","1999"
Junction-15881,"86.469999999999999","0.000000000000000",Pipe-39416,"1.000000000000000",Junction-15882,OPEN,steel,"43.100","1975"
Junction-472575,"19.660000000000000","0.000000000000000",Pipe-544176,"1.000000000000000",Junction-476795,OPEN,steel,"43.100","1993"
Junction-467117,"1.840000000000000","0.000000000000000",Pipe-520781,"1.000000000000000",Junction-455988,OPEN,steel,"37.200","2017"
Junction-26095,"57.920000000000002","0.000000000000000",Pipe-30539,"1.000000000000000",Junction-50665,OPEN,steel,"107.100","2007"
Junction-16890,"97.200000000000003","0.000000000000000",Pipe-55275,"1.000000000000000",Junction-59430,OPEN,steel,"43.100","2006"
Junction-473931,"37.740000000000002","0.000000000000000",Pipe-30774,"1.000000000000000",Junction-44346,OPEN,steel,"42.000","1975"
